Unnamed: 0,Направление,Дата создания,Текст,appeal_id,raw_text,clean_text,text_tokens,text_lemmatized_tokens,text_lem,text_length,emotion_score,urgency_flag,date_norm,address_norm,category_norm,source_text_column,source_date_column,source_address_column,source_category_column
183,Мусор/Свалки/ТКО,2022-02-23,"Коротко о нашем дворе: контейнеры новые установили, а вывозить мусор не вывозят",appeal_000183,"Коротко о нашем дворе: контейнеры новые установили, а вывозить мусор не вывозят","Коротко о нашем дворе: контейнеры новые установили, а вывозить мусор не вывозят","['коротко', 'нашем', 'дворе', 'контейнеры', 'новые', 'установили', 'вывозить', 'мусор', 'вывозят']","['коротко', 'наш', 'двор', 'контейнер', 'новый', 'установить', 'вывозить', 'мусор', 'вывозить']",коротко наш двор контейнер новый установить вывозить мусор вывозить,79,0.0,False,2022-02-23,,Мусор/Свалки/ТКО,Текст,Дата создания,,Направление
184,Мусор/Свалки/ТКО,2022-02-23,"- мусор не вывозят<br>- третью машину в семье парковать негде, где парковочные места<br>- год как в человейнике квартиру купили, а автостраду и метро к дому не провели",appeal_000184,"- мусор не вывозят<br>- третью машину в семье парковать негде, где парковочные места<br>- год как в человейнике квартиру купили, а автостраду и метро к дому не провели","- мусор не вывозят - третью машину в семье парковать негде, где парковочные места - год как в человейнике квартиру купили, а автостраду и метро к дому не провели","['мусор', 'вывозят', 'третью', 'машину', 'семье', 'парковать', 'негде', 'где', 'парковочные', 'места', 'год', 'как', 'человейнике', 'квартиру', 'купили', 'автостраду', 'метро', 'дому', 'провели']","['мусор', 'вывозить', 'третий', 'машина', 'семья', 'парковать', 'негде', 'где', 'парковочный', 'место', 'год', 'человейник', 'квартира', 'купить', 'автострада', 'метро', 'дом', 'провести']",мусор вывозить третий машина семья парковать негде где парковочный место год человейник квартира купить автострада метро дом провести,161,0.0,False,2022-02-23,,Мусор/Свалки/ТКО,Текст,Дата создания,,Направление
185,Мусор/Свалки/ТКО,2022-02-23,"Петроградский район ,ул.Рыбацкая , дом 4.<br>На помойке всегда завал мусора ,контейнеры грязные ,переполнены,стоят вне зоны площадки.<br>До НГ был идеальный порядок .СПАСИБО нашим дворникам и прежнему оператору по мусору.<br>Может вернуть прежнею схему ? За 1,5 месяца новый оператор не научился работать.Чего ждать?",appeal_000185,"Петроградский район ,ул.Рыбацкая , дом 4.<br>На помойке всегда завал мусора ,контейнеры грязные ,переполнены,стоят вне зоны площадки.<br>До НГ был идеальный порядок .СПАСИБО нашим дворникам и прежнему оператору по мусору.<br>Может вернуть прежнею схему ? За 1,5 месяца новый оператор не научился работать.Чего ждать?","Петроградский район ,ул.Рыбацкая , дом 4. На помойке всегда завал мусора ,контейнеры грязные ,переполнены,стоят вне зоны площадки. До НГ был идеальный порядок .СПАСИБО нашим дворникам и прежнему оператору по мусору. Может вернуть прежнею схему ? За 1,5 месяца новый оператор не научился работать.Чего ждать?","['петроградский', 'район', 'рыбацкая', 'дом', '4', 'помойке', 'всегда', 'завал', 'мусора', 'контейнеры', 'грязные', 'переполнены', 'стоят', 'вне', 'зоны', 'площадки', 'был', 'идеальный', 'порядок', 'спасибо', 'нашим', 'дворникам', 'прежнему', 'оператору', 'мусору', 'может', 'вернуть', 'прежнею', 'схему', '1', '5', 'месяца', 'новый', 'оператор', 'научился', 'работать', 'чего', 'ждать']","['петроградский', 'рыбацкий', 'дом', 'помойка', 'всегда', 'завал', 'мусор', 'контейнер', 'грязный', 'переполнить', 'стоять', 'вне', 'зона', 'площадка', 'идеальный', 'порядок', 'спасибо', 'наш', 'дворник', 'прежний', 'оператор', 'мусор', 'мочь', 'вернуть', 'прежний', 'схема', 'месяц', 'новый', 'оператор', 'научиться', 'работать', 'ждать']",петроградский рыбацкий дом помойка всегда завал мусор контейнер грязный переполнить стоять вне зона площадка идеальный порядок спасибо наш дворник прежний оператор мусор мочь вернуть прежний схема месяц новый оператор научиться работать ждать,307,0.0,False,2022-02-23,дом 4,Мусор/Свалки/ТКО,Текст,Дата создания,,Направление
186,Мусор/Свалки/ТКО,2022-02-23,Мусор тоже регулярно вывозят!,appeal_000186,Мусор тоже регулярно вывозят!,Мусор тоже регулярно вывозят!,"['мусор', 'тоже', 'регулярно', 'вывозят']","['мусор', 'тоже', 'регулярно', 'вывозить']",мусор тоже регулярно вывозить,29,0.1,False,2022-02-23,,Мусор/Свалки/ТКО,Текст,Дата создания,,Направление
187,Мусор/Свалки/ТКО,2022-02-23,"Уважаемые! По поводу мусорной реформы..Верните обратно подборку мусора в контейнеры в область ЖКС(дворников),ибо подборка мусора НЭО осуществляется не всегда качественно и не постоянно(иногда машина приезжает только с водителем,а он подборку не делет) и подборка дворниками ,позволит улучшить контроль со стороны ЖКС,за своевременным вывозом контейнеров...Ибо жалобы жильцов это не правильная организация процесса.!!",appeal_000187,"Уважаемые! По поводу мусорной реформы..Верните обратно подборку мусора в контейнеры в область ЖКС(дворников),ибо подборка мусора НЭО осуществляется не всегда качественно и не постоянно(иногда машина приезжает только с водителем,а он подборку не делет) и подборка дворниками ,позволит улучшить контроль со стороны ЖКС,за своевременным вывозом контейнеров...Ибо жалобы жильцов это не правильная организация процесса.!!","Уважаемые! По поводу мусорной реформы..Верните обратно подборку мусора в контейнеры в область ЖКС дворников ,ибо подборка мусора НЭО осуществляется не всегда качественно и не постоянно иногда машина приезжает только с водителем,а он подборку не делет и подборка дворниками ,позволит улучшить контроль со стороны ЖКС,за своевременным вывозом контейнеров...Ибо жалобы жильцов это не правильная организация процесса.!!","['уважаемые', 'поводу', 'мусорной', 'реформы', 'верните', 'обратно', 'подборку', 'мусора', 'контейнеры', 'область', 'жкс', 'дворников', 'ибо', 'подборка', 'мусора', 'нэо', 'осуществляется', 'всегда', 'качественно', 'постоянно', 'иногда', 'машина', 'приезжает', 'только', 'водителем', 'подборку', 'делет', 'подборка', 'дворниками', 'позволит', 'улучшить', 'контроль', 'стороны', 'жкс', 'своевременным', 'вывозом', 'контейнеров', 'ибо', 'жалобы', 'жильцов', 'это', 'правильная', 'организация', 'процесса']","['уважаемый', 'повод', 'мусорный', 'реформа', 'вернуть', 'обратно', 'подборка', 'мусор', 'контейнер', 'область', 'жкс', 'дворник', 'ибо', 'подборка', 'мусор', 'нэо', 'осуществляться', 'всегда', 'качественно', 'постоянно', 'иногда', 'машина', 'приезжать', 'водитель', 'подборка', 'дегод', 'подборка', 'дворник', 'позволить', 'улучшить', 'контроль', 'сторона', 'жкс', 'своевременный', 'вывоз', 'контейнер', 'ибо', 'жалоба', 'жилец', 'правильный', 'организация', 'процесс']",уважаемый повод мусорный реформа вернуть обратно подборка мусор контейнер область жкс дворник ибо подборка мусор нэо осуществляться всегда качественно постоянно иногда машина приезжать водитель подборка дегод подборка дворник позволить улучшить контроль сторона жкс своевременный вывоз контейнер ибо жалоба жилец правильный организация процесс,415,0.3,False,2022-02-23,,Мусор/Свалки/ТКО,Текст,Дата создания,,Направление
188,Мусор/Свалки/ТКО,2022-02-23,"Мусорная реформа , после которой почти каждый МКД должен платить на 1 млн больше востребована?",appeal_000188,"Мусорная реформа , после которой почти каждый МКД должен платить на 1 млн больше востребована?","Мусорная реформа , после которой почти каждый МКД должен платить на 1 млн больше востребована?","['мусорная', 'реформа', 'после', 'которой', 'почти', 'каждый', 'мкд', 'должен', 'платить', '1', 'млн', 'больше', 'востребована']","['мусорный', 'реформа', 'после', 'который', 'почти', 'каждый', 'мкд', 'должный', 'платить', 'млн', 'большой', 'востребовать']",мусорный реформа после который почти каждый мкд должный платить млн большой востребовать,94,0.0,False,2022-02-23,должен платить на 1,Мусор/Свалки/ТКО,Текст,Дата создания,,Направление
189,Мусор/Свалки/ТКО,2022-02-23,Катерников 7 !!!!!!!! История продолжается......,appeal_000189,Катерников 7 !!!!!!!! История продолжается......,Катерников 7 !!!!!!!! История продолжается......,"['катерников', '7', 'история', 'продолжается']","['катерник', 'история', 'продолжаться']",катерник история продолжаться,48,0.3,False,2022-02-23,Катерников 7,Мусор/Свалки/ТКО,Текст,Дата создания,,Направление
190,Мусор/Свалки/ТКО,2022-02-23,"Ситуация с мусором это просто КОШМАР!!! На портале Наш Санкт-Петербург заявку не оставить! Невский экологический оператор не решает проблему! От слова никак совсем! Забрали у нас один из контейнеров, теперь на мусорной площадке один контейнер... один!!!!! На огромный дом!!!! Это просто издевательство!!!! Почему я должна платить БЕШЕНЫЕ деньги за то, что мусор не вывозят неделями, вокруг контейнеров набросан мусор, и пока не напишешь его ни кто не убирает!!!! Все газоны в мусоре, дорога в мусоре, мусор летает по всему двору... ну что за издевательство?????? Можно решить проблему с вывозом мусора, с возвращением обратно контейнера, и впоследствии, чтобы они вывозились ОБА!!!!! А не один из них.... за что мы платим деньги????? Я каждую неделю оставлю заявки на вывоз мусора и уборку...",appeal_000190,"Ситуация с мусором это просто КОШМАР!!! На портале Наш Санкт-Петербург заявку не оставить! Невский экологический оператор не решает проблему! От слова никак совсем! Забрали у нас один из контейнеров, теперь на мусорной площадке один контейнер... один!!!!! На огромный дом!!!! Это просто издевательство!!!! Почему я должна платить БЕШЕНЫЕ деньги за то, что мусор не вывозят неделями, вокруг контейнеров набросан мусор, и пока не напишешь его ни кто не убирает!!!! Все газоны в мусоре, дорога в мусоре, мусор летает по всему двору... ну что за издевательство?????? Можно решить проблему с вывозом мусора, с возвращением обратно контейнера, и впоследствии, чтобы они вывозились ОБА!!!!! А не один из них.... за что мы платим деньги????? Я каждую неделю оставлю заявки на вывоз мусора и уборку...","Ситуация с мусором это просто КОШМАР!!! На портале Наш Санкт-Петербург заявку не оставить! Невский экологический оператор не решает проблему! От слова никак совсем! Забрали у нас один из контейнеров, теперь на мусорной площадке один контейнер... один!!!!! На огромный дом!!!! Это просто издевательство!!!! Почему я должна платить БЕШЕНЫЕ деньги за то, что мусор не вывозят неделями, вокруг контейнеров набросан мусор, и пока не напишешь его ни кто не убирает!!!! Все газоны в мусоре, дорога в мусоре, мусор летает по всему двору... ну что за издевательство?????? Можно решить проблему с вывозом мусора, с возвращением обратно контейнера, и впоследствии, чтобы они вывозились ОБА!!!!! А не один из них.... за что мы платим деньги????? Я каждую неделю оставлю заявки на вывоз мусора и уборку...","['ситуация', 'мусором', 'это', 'просто', 'кошмар', 'портале', 'наш', 'санкт-петербург', 'заявку', 'оставить', 'невский', 'экологический', 'оператор', 'решает', 'проблему', 'слова', 'никак', 'совсем', 'забрали', 'нас', 'один', 'контейнеров', 'теперь', 'мусорной', 'площадке', 'один', 'контейнер', 'один', 'огромный', 'дом', 'это', 'просто', 'издевательство', 'почему', 'должна', 'платить', 'бешеные', 'деньги', 'что', 'мусор', 'вывозят', 'неделями', 'вокруг', 'контейнеров', 'набросан', 'мусор', 'пока', 'напишешь', 'его', 'кто', 'убирает', 'все', 'газоны', 'мусоре', 'дорога', 'мусоре', 'мусор', 'летает', 'всему', 'двору', 'что', 'издевательство', 'можно', 'решить', 'проблему', 'вывозом', 'мусора', 'возвращением', 'обратно', 'контейнера', 'впоследствии', 'чтобы', 'они', 'вывозились', 'оба', 'один', 'них', 'что', 'платим', 'деньги', 'каждую', 'неделю', 'оставлю', 'заявки', 'вывоз', 'мусора', 'уборку']","['ситуация', 'мусор', 'просто', 'кошмар', 'портал', 'наш', 'санкт-петербург', 'заявка', 'оставить', 'невский', 'экологический', 'оператор', 'решать', 'проблема', 'слово', 'никак', 'совсем', 'забрать', 'один', 'контейнер', 'мусорный', 'площадка', 'один', 'контейнер', 'один', 'огромный', 'дом', 'просто', 'издевательство', 'почему', 'должный', 'платить', 'бешеный', 'деньга', 'мусор', 'вывозить', 'неделя', 'вокруг', 'контейнер', 'набросать', 'мусор', 'пока', 'написать', 'кто', 'убирать', 'газон', 'мусор', 'дорога', 'мусор', 'мусор', 'летать', 'весь', 'двор', 'издевательство', 'можно', 'решить', 'проблема', 'вывоз', 'мусор', 'возвращение', 'обратно', 'контейнер', 'впоследствии', 'чтобы', 'они', 'вывозиться', 'оба', 'один', 'они', 'платить', 'деньга', 'каждый', 'неделя', 'оставить', 'заявка', 'вывоз', 'мусор', 'уборка']",ситуация мусор просто кошмар портал наш санкт-петербург заявка оставить невский экологический оператор решать проблема слово никак совсем забрать один контейнер мусорный площадка один контейнер один огромный дом просто издевательство почему должный платить бешеный деньга мусор вывозить неделя вокруг контейнер набросать мусор пока написать кто убирать газон мусор дорога мусор мусор летать весь двор издевательство можно решить проблема вывоз мусор возвращение обратно контейнер впоследствии чтобы они вывозиться оба один они платить деньга каждый неделя оставить заявка вывоз мусор уборка,792,0.5,False,2022-02-23,,Мусор/Свалки/ТКО,Текст,Дата создания,,Направление
191,Безопасность,2022-02-23,"Здравствуйте! 2 часа назад на мусорной площадке у дома ул. Токарева 14, обнаружено, то что вы видите на фото!",appeal_000191,"Здравствуйте! 2 часа назад на мусорной площадке у дома ул. Токарева 14, обнаружено, то что вы видите на фото!","Здравствуйте! 2 часа назад на мусорной площадке у дома ул. Токарева 14, обнаружено, то что вы видите на фото!","['здравствуйте', '2', 'часа', 'назад', 'мусорной', 'площадке', 'дома', 'токарева', '14', 'обнаружено', 'что', 'видите', 'фото']","['час', 'назад', 'мусорный', 'площадка', 'дом', 'токарев', 'обнаружить', 'видеть', 'фото']",час назад мусорный площадка дом токарев обнаружить видеть фото,109,0.2,False,2022-02-23,ул. Токарева 14,Безопасность,Текст,Дата создания,,Направление
192,Образование,2022-02-23,"Добрый день! Озадачилась детским летним отдыхом , ужаснулась , для детей офиц.неработающих граждан цена в лагерь пионер(лен обл) 73000 !! Это при 8-ми местном размещении с туалетом на этаже (на базе дол Металург), получается комната без удобств с едой как в столовой за 21 день 584 000 руб . И таких комнат там сколько? Не понятно это ценообразование , только как нехватка предложения (Сколько за последнее время было построено детских лагерей государством , на деньги налогоплательщиков ? Или это деньги только беженцам помогать ? ) В общем как вы решаете проблему нехватки детских лагерей по доступным ценам для детей официально неработающих граждан ?",appeal_000192,"Добрый день! Озадачилась детским летним отдыхом , ужаснулась , для детей офиц.неработающих граждан цена в лагерь пионер(лен обл) 73000 !! Это при 8-ми местном размещении с туалетом на этаже (на базе дол Металург), получается комната без удобств с едой как в столовой за 21 день 584 000 руб . И таких комнат там сколько? Не понятно это ценообразование , только как нехватка предложения (Сколько за последнее время было построено детских лагерей государством , на деньги налогоплательщиков ? Или это деньги только беженцам помогать ? ) В общем как вы решаете проблему нехватки детских лагерей по доступным ценам для детей официально неработающих граждан ?","Добрый день! Озадачилась детским летним отдыхом , ужаснулась , для детей офиц.неработающих граждан цена в лагерь пионер лен обл 73000 !! Это при 8-ми местном размещении с туалетом на этаже на базе дол Металург , получается комната без удобств с едой как в столовой за 21 день 584 000 руб . И таких комнат там сколько? Не понятно это ценообразование , только как нехватка предложения Сколько за последнее время было построено детских лагерей государством , на деньги налогоплательщиков ? Или это деньги только беженцам помогать ? В общем как вы решаете проблему нехватки детских лагерей по доступным ценам для детей официально неработающих граждан ?","['добрый', 'день', 'озадачилась', 'детским', 'летним', 'отдыхом', 'ужаснулась', 'для', 'детей', 'офиц', 'неработающих', 'граждан', 'цена', 'лагерь', 'пионер', 'лен', 'обл', '73000', 'это', 'при', '8', 'местном', 'размещении', 'туалетом', 'этаже', 'базе', 'дол', 'металург', 'получается', 'комната', 'без', 'удобств', 'едой', 'как', 'столовой', '21', 'день', '584', '000', 'руб', 'таких', 'комнат', 'там', 'сколько', 'понятно', 'это', 'ценообразование', 'только', 'как', 'нехватка', 'предложения', 'сколько', 'последнее', 'время', 'было', 'построено', 'детских', 'лагерей', 'государством', 'деньги', 'налогоплательщиков', 'или', 'это', 'деньги', 'только', 'беженцам', 'помогать', 'общем', 'как', 'решаете', 'проблему', 'нехватки', 'детских', 'лагерей', 'доступным', 'ценам', 'для', 'детей', 'официально', 'неработающих', 'граждан']","['озадачиться', 'детский', 'летний', 'отдых', 'ужаснуться', 'ребёнок', 'офица', 'неработающий', 'гражданин', 'цена', 'лагерь', 'пионер', 'лен', 'обл', '73000', 'местный', 'размещение', 'туалет', 'этаж', 'база', 'дол', 'металург', 'получаться', 'комната', 'удобство', 'еда', 'столовая', '584', '000', 'руб', 'такой', 'комната', 'там', 'сколько', 'понятно', 'ценообразование', 'нехватка', 'предложение', 'сколько', 'последний', 'время', 'построить', 'детский', 'лагерь', 'государство', 'деньга', 'налогоплательщик', 'деньга', 'беженец', 'помогать', 'общий', 'решать', 'проблема', 'нехватка', 'детский', 'лагерь', 'доступный', 'цена', 'ребёнок', 'официально', 'неработающий', 'гражданин']",озадачиться детский летний отдых ужаснуться ребёнок офица неработающий гражданин цена лагерь пионер лен обл 73000 местный размещение туалет этаж база дол металург получаться комната удобство еда столовая 584 000 руб такой комната там сколько понятно ценообразование нехватка предложение сколько последний время построить детский лагерь государство деньга налогоплательщик деньга беженец помогать общий решать проблема нехватка детский лагерь доступный цена ребёнок официально неработающий гражданин,648,0.5,False,2022-02-23,пионер лен обл 73000,Образование,Текст,Дата создания,,Направление
193,Социальное обслуживание и защита,2022-02-23,"Здравствуйте, хотелось бы узнать, чем наши дети достигшие 18 возраста отличаются от тех которые живут в Ленинградской области?",appeal_000193,"Здравствуйте, хотелось бы узнать, чем наши дети достигшие 18 возраста отличаются от тех которые живут в Ленинградской области?","Здравствуйте, хотелось бы узнать, чем наши дети достигшие 18 возраста отличаются от тех которые живут в Ленинградской области?","['здравствуйте', 'хотелось', 'узнать', 'чем', 'наши', 'дети', 'достигшие', '18', 'возраста', 'отличаются', 'тех', 'которые', 'живут', 'ленинградской', 'области']","['хотеться', 'узнать', 'чем', 'наш', 'ребёнок', 'достигнуть', 'возраст', 'отличаться', 'тот', 'который', 'жить', 'ленинградский', 'область']",хотеться узнать чем наш ребёнок достигнуть возраст отличаться тот который жить ленинградский область,126,0.0,False,2022-02-23,наши дети достигшие 18,Социальное обслуживание и защита,Текст,Дата создания,,Направление
194,Торговля,2022-02-23,"Здравствуйте! Сегодня навещала свою маму и зашла в ларёк, рядом с её домом на пр. Луначарского, 76. Подсунули просроченную ряженку и нахамили. Книгу жалоб не дают, возможность пожаловаться хозяину лавки тоже. Продавец так и сказала: "" кто ты такая, чтобы давать тебе контакт начальства или книгу жалоб "" . Я не знаю, куда обратиться. В полиц, в Роспотребнадзор. Они за высокие цены травят людей просрочкой.",appeal_000194,"Здравствуйте! Сегодня навещала свою маму и зашла в ларёк, рядом с её домом на пр. Луначарского, 76. Подсунули просроченную ряженку и нахамили. Книгу жалоб не дают, возможность пожаловаться хозяину лавки тоже. Продавец так и сказала: "" кто ты такая, чтобы давать тебе контакт начальства или книгу жалоб "" . Я не знаю, куда обратиться. В полиц, в Роспотребнадзор. Они за высокие цены травят людей просрочкой.","Здравствуйте! Сегодня навещала свою маму и зашла в ларек, рядом с ее домом на пр. Луначарского, 76. Подсунули просроченную ряженку и нахамили. Книгу жалоб не дают, возможность пожаловаться хозяину лавки тоже. Продавец так и сказала: кто ты такая, чтобы давать тебе контакт начальства или книгу жалоб . Я не знаю, куда обратиться. В полиц, в Роспотребнадзор. Они за высокие цены травят людей просрочкой.","['здравствуйте', 'сегодня', 'навещала', 'свою', 'маму', 'зашла', 'ларек', 'рядом', 'домом', 'луначарского', '76', 'подсунули', 'просроченную', 'ряженку', 'нахамили', 'книгу', 'жалоб', 'дают', 'возможность', 'пожаловаться', 'хозяину', 'лавки', 'тоже', 'продавец', 'так', 'сказала', 'кто', 'такая', 'чтобы', 'давать', 'тебе', 'контакт', 'начальства', 'или', 'книгу', 'жалоб', 'знаю', 'куда', 'обратиться', 'полиц', 'роспотребнадзор', 'они', 'высокие', 'цены', 'травят', 'людей', 'просрочкой']","['сегодня', 'навещать', 'свой', 'мама', 'зайти', 'ларёк', 'рядом', 'дом', 'луначарский', 'подсунуть', 'просрочить', 'ряженка', 'нахамить', 'книга', 'жалоба', 'давать', 'возможность', 'пожаловаться', 'хозяин', 'лавка', 'тоже', 'продавец', 'сказать', 'кто', 'такой', 'чтобы', 'давать', 'контакт', 'начальство', 'книга', 'жалоба', 'знать', 'куда', 'обратиться', 'полицо', 'роспотребнадзор', 'они', 'высокий', 'цена', 'травить', 'человек', 'просрочка']",сегодня навещать свой мама зайти ларёк рядом дом луначарский подсунуть просрочить ряженка нахамить книга жалоба давать возможность пожаловаться хозяин лавка тоже продавец сказать кто такой чтобы давать контакт начальство книга жалоба знать куда обратиться полицо роспотребнадзор они высокий цена травить человек просрочка,402,0.1,False,2022-02-23,,Торговля,Текст,Дата создания,,Направление
195,Роспотребнадзор,2022-02-23,"Здравствуйте.<br>Пыталась звонить в Роспотребнадзор, не получилось. Ситуация такова. Невестка вчера 22 февраля в 10.00-10.30 ела в Столовой номер 1 по адресу Невский 118метро площадь Восстания. В 15. 00 у нее заболел живот и началась дикая диарея. Самостоятельно применили все средства, не помогло, ночью температура 39. В 8.30",appeal_000195,"Здравствуйте.<br>Пыталась звонить в Роспотребнадзор, не получилось. Ситуация такова. Невестка вчера 22 февраля в 10.00-10.30 ела в Столовой номер 1 по адресу Невский 118метро площадь Восстания. В 15. 00 у нее заболел живот и началась дикая диарея. Самостоятельно применили все средства, не помогло, ночью температура 39. В 8.30","Здравствуйте. Пыталась звонить в Роспотребнадзор, не получилось. Ситуация такова. Невестка вчера 22 февраля в 10.00-10.30 ела в Столовой номер 1 по адресу Невский 118метро площадь Восстания. В 15. 00 у нее заболел живот и началась дикая диарея. Самостоятельно применили все средства, не помогло, ночью температура 39. В 8.30","['здравствуйте', 'пыталась', 'звонить', 'роспотребнадзор', 'получилось', 'ситуация', 'такова', 'невестка', 'вчера', '22', 'февраля', '10', '00', '10', '30', 'ела', 'столовой', 'номер', '1', 'адресу', 'невский', '118м', 'етро', 'площадь', 'восстания', '15', '00', 'нее', 'заболел', 'живот', 'началась', 'дикая', 'диарея', 'самостоятельно', 'применили', 'все', 'средства', 'помогло', 'ночью', 'температура', '39', '8', '30']","['пытаться', 'звонить', 'роспотребнадзор', 'получиться', 'ситуация', 'таковой', 'невестка', 'вчера', 'февраль', 'есть', 'столовая', 'номер', 'адрес', 'невский', '118м', 'етро', 'площадь', 'восстание', 'заболеть', 'живот', 'начаться', 'дикий', 'диарея', 'самостоятельно', 'применить', 'средство', 'помочь', 'ночью', 'температура']",пытаться звонить роспотребнадзор получиться ситуация таковой невестка вчера февраль есть столовая номер адрес невский 118м етро площадь восстание заболеть живот начаться дикий диарея самостоятельно применить средство помочь ночью температура,324,0.0,False,2022-02-23,Невестка вчера 22,Роспотребнадзор,Текст,Дата создания,,Направление
